file,href
"Vegetation history and human impacts from Thong Pha Phum, western Thailand during the past 700 years",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087710010&origin=inward
Clinical implications of the arterial supplies and their anastomotic territories in the nasolabial region for avoiding arterial complications during soft tissue filler injection,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087442683&origin=inward
Low rate of recurrent bleeding after double-balloon endoscopy-guided therapy in patients with overt obscure gastrointestinal bleeding,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085123493&origin=inward
Diversity of the Swine Leukocyte Antigen Class I and II in Commercial Pig Populations,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105972161&origin=inward
"Interpretation and Reconstruction of Depositional Environment and Petroleum Source Rock Using Outcrop Gamma-ray Log Spectrometry From the Huai Hin Lat Formation, Thailand",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105909860&origin=inward
Psychological distress during COVID-19 pandemic in low-income and middle-income countries: A cross-sectional study of older persons in Thailand,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105243789&origin=inward
Characterization of T-Cell Responses to SMX and SMX-NO in Co-Trimoxazole Hypersensitivity Patients Expressing HLA-B*13:01,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106050020&origin=inward
Efficacy of Combination Docetaxel and Nintedanib in Advanced Non-Small Cell Lung Cancer in Thailand: A Multicenter Study,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105971319&origin=inward
Guidance is not always better: The effect of structured guidance and skepticism on auditors’ planning materiality,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121839604&origin=inward
Development of a Sensitive Headspace Gas Chromatography-Mass Spectrometry Method for the Simultaneous Determination of Nitrosamines in Losartan Active Pharmaceutical Ingredients,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105731098&origin=inward
NaI-mediated oxidative amidation of benzyl alcohols/aromatic aldehydes to benzamides via electrochemical reaction,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103966045&origin=inward
Creating inclusion for transwomen at work through corporate social responsibility: The contributions of Bandhu in Bangladesh,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85150305261&origin=inward
Effect of catalyst layer with zeolite on the performance of a proton exchange membrane fuel cell operated under low-humidity conditions,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85101882878&origin=inward
Mechanical properties and microstructures of stabilised dredged expansive soil from coal mine,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105667637&origin=inward
Antidepressants and Risk of Sudden Cardiac Death: A Network Meta-Analysis and Systematic Review,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85135193559&origin=inward
Correlation network analysis in the stock exchange of Thailand (SET),https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114701203&origin=inward
Simulating artificial neural network using hierarchical coloured petri nets,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114685088&origin=inward
AN ANALYTICAL OPTION PRICING FORMULA for MEAN-REVERTING ASSET with TIME-DEPENDENT PARAMETER,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113543856&origin=inward
A Discrete Event Simulation Model for Evaluating Inland Terminal's efficiency: A Case Study of Ladkrabang Inland Container Depot,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107603024&origin=inward
Automatic Aircraft Shadow Removal from Remote Sensing Images Using Mask-ShadowGAN,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107573666&origin=inward
Construction Process Quality Control Assisted Mobile Application,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107558551&origin=inward
Building Detection in Airports through Remote Sensing Image Using YOLOv3 with Jet Saliency Map,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107555192&origin=inward
An Evaluation of Supplier Performance based on a Three-Dimensional Fuzzy TOPSIS Framework,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107552491&origin=inward
Developing Module Generation for Odoo Using Concept of Low-Code Development Platform and Automation Systems,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107531465&origin=inward
Anacardium Occidentale L. Leaf Extracts Protect Against Glutamate/H2O2-Induced Oxidative Toxicity and Induce Neurite Outgrowth: The Involvement of SIRT1/Nrf2 Signaling Pathway and Teneurin 4 Transmembrane Protein,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105925035&origin=inward
TiO2-Coated CsPbI3Quantum Dots Coupled with Polyoxometalates for On/Off Fluorescent Photoswitches,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105043666&origin=inward
Cervical cancer screening,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85149687513&origin=inward
Automatic diagnosis of venous thromboembolism risk based on machine learning,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106713467&origin=inward
Paper-based DNA sensor enabling colorimetric assay integrated with smartphone for human papillomavirus detection,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104343880&origin=inward
Spectrum and morphology of the very-high-energy source HAWC J2019+368,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105504031&origin=inward
Review on the Conceptual Design of Self-Healable Nitrile Rubber Composites,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105064709&origin=inward
Solution-mixing method for large-scale production of reversible thermochromic and acid/base-colorimetric sensors,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100701476&origin=inward
Gut microbiota-derived vitamins – underrated powers of a multipotent ally in psychiatric health and disease,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099692948&origin=inward
The mobilization of state-sponsored mass organizations since the 2006 coup in Thailand,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85108919768&origin=inward
CryptoType – Public Datasets for MALDI-TOF-MS Based Differentiation of Cryptococcus neoformans/gattii Complexes,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105159164&origin=inward
Mathematical Model to Study Vanadium Ion Crossover in an All-Vanadium Redox Flow Battery,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105118017&origin=inward
Covalent Organic Frameworks Enabling Site Isolation of Viologen-Derived Electron-Transfer Mediators for Stable Photocatalytic Hydrogen Evolution,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102317343&origin=inward
Tailoring immediate release FDM 3D printed tablets using a quality by design (QbD) approach,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102297607&origin=inward
Bioponic system for nitrogen and phosphorus recovery from chicken manure: Evaluation of manure loading and microbial communities,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102025889&origin=inward
"Effect of temperature on the equilibrium solubility of dimethylolpropionic acid: Measurement, correlation, thermodynamic analysis and solvent selection",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100379017&origin=inward
Stress-induced phase stabilization and transformation in equiatomic CuZr B19’ martensite: A DFT study,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85096854935&origin=inward
Wood flour-high density polyethylene composites: Influence of silanization and esterification on mechanical properties,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85094632161&origin=inward
Mesoporous ferromagnetic manganese ferrite nanoparticles for enhanced visible light mineralization of azoic dye into nontoxic by-products,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092648020&origin=inward
Stability of hepatitis B virus pregenomic RNA in plasma specimens under various temperatures and storage conditions,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104294046&origin=inward
Buddhism and abortion,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85149866143&origin=inward
Antioxidant and UV-Blocking Properties of a Carboxymethyl Cellulose-Lignin Composite Film Produced from Oil Palm Empty Fruit Bunch,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105113033&origin=inward
"Sex Differences in Brown Adipose Tissue Function: Sex Hormones, Glucocorticoids, and Their Crosstalk",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105019285&origin=inward
Toward the Rapid Diagnosis of Sepsis: Detecting Interleukin-6 in Blood Plasma Using Functionalized Screen-Printed Electrodes with a Thermal Detection Methodology,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104915908&origin=inward
Use of water hyacinth waste to produce fibre-reinforced polymer composites for concrete confinement: Mechanical performance and environmental assessment,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100016526&origin=inward
"Actinomycetes: Taxonomy, genomic approach and applications",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118470726&origin=inward
Bile salt hydrolase activity of lactic acid bacteria: A potential for health,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118469508&origin=inward
Taxonomic diversity and applications of secondary metabolites of amycolatopsis,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118460615&origin=inward
Diversity and metabolites of endophytic actinomycetes from plant roots,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118451031&origin=inward
Spore-forming lactic acid bacteria and their abilities for utilization,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118438256&origin=inward
Antimicrobial products: An important feature of lab and their applications,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118431291&origin=inward
Diversity and production of γ-aminobutyric acid by lactic acid bacteria,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118428591&origin=inward
"Streptomyces: Distribution, biocontrol and plant growth promoting activity",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118422556&origin=inward
Efficient Transient Expression of Recombinant Proteins Using DNA Viral Vectors in Freshwater Microalgal Species,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104600691&origin=inward
Data-driven analysis of the rotational energy landscapes of an organic cation in a substituted alloy perovskite,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104145635&origin=inward
A rare case of spontaneous haemothorax in patient with haemophilia A,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103915116&origin=inward
"Highly selective simultaneous determination of Cu(ii), Co(ii), Ni(ii), Hg(ii), and Mn(ii) in water samples using microfluidic paper-based analytical devices",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103756054&origin=inward
Upper Critical Solution Temperature Behavior of pH-Responsive Amphoteric Statistical Copolymers in Aqueous Solutions,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104927819&origin=inward
Gasification of food waste in supercritical water: An innovative synthesis gas composition prediction model based on Artificial Neural Networks,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85101294751&origin=inward
Development of loop-mediated isothermal amplification (LAMP) assay for rapid detection of Colletotrichum gloeosporioides in mango,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104231754&origin=inward
Comparative incorporation of Sn and In in Mg(Al)O for the enhanced stability of Pt/MgAl(X)O catalysts in propane dehydrogenation,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102068309&origin=inward
Wait and see for acute dialysis: but for how long?,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103630353&origin=inward
Application of Vendor Managed Inventory in a Deodorant Manufacturing Company,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122642629&origin=inward
Preface,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122639754&origin=inward
Warehouse Management Improvement for A Leather Dyeing Factory,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122633464&origin=inward
"Success Factors of Business Continuity Management Implementation Using Analytic Hierarchy Process-A case study of an automotive part company in Ayutthaya Province, Thailand",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122623812&origin=inward
Many-Objective Parallel Adjacent U-shaped Assembly Line Balancing Operated by Human and Robot,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122619239&origin=inward
Support vector regression algorithm modeling to predict the parturition date of small - To medium-sized dogs using maternal weight and fetal biparietal diameter,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105169345&origin=inward
The effects of customer learning and shopping value on intention purchase and reuse in a digital market: The institutional trust–commitment perspective,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104726212&origin=inward
Evaluation of cortical bone microdamage and primary stability of orthodontic miniscrew using a human bone analogue,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104606108&origin=inward
"Lipopolysaccharide-enhanced responses against aryl hydrocarbon receptor in fcgriib-deficient macrophages, a profound impact of an environmental toxin on a lupus-like mouse model",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104279249&origin=inward
Alterations in pore-forming subunits of adenosine triphosphate-sensitive potassium channels in pressure overload rat cardiomyocytes,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117835446&origin=inward
"Oxidation behavior at 1173 K of modified P/M Stainless steel 316 L by addition of Cr, Ni, and Cr with Ni",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117230501&origin=inward
Combined curcuma longa and cratoxylum formosum extracts possess anti-liver cancer and anti-HBV activities in hepG2.2.15,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85111051822&origin=inward
Plural partisans: Thailand’s people’s democratic reform committee protesters,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85110766811&origin=inward
Effectiveness of thiamine therapy in mortality rate in patients with septic shock: A systematic review and meta-analysis,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85109421838&origin=inward
Early penile rehabilitation with a vacuum erectile device in patients undergoing robotic-assisted radical prostatectomy: A randomized trial,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85109070453&origin=inward
Brain exercising games with consumer-grade single-channel electroencephalogram neurofeedback: Pre-post intervention study,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85108821186&origin=inward
Microscopic and Metagenomic Evidence for Eukaryotic Microorganisms Associated with Atacama Desert Populations of Giant Equisetum,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107645193&origin=inward
Challenges and factors affecting patent valuation: The case of Thailand 4.0,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106906843&origin=inward
Automatic Sleep Data Scoring by Artificial Intelligence: A Pilot Study in Thai Population,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106607224&origin=inward
Computer Vision-aided CRISPR Diagnostics for the Detection of COVID-19,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106584668&origin=inward
Temporal trend in the natural history of ulcerative colitis in a country with a low incidence of ulcerative colitis from 2000 through 2018,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105784403&origin=inward
Antioxidant and anti-inflammatory activities of Oroxylum indicum Kurz (L.) fruit extract in lipopolysaccharidestimulated BV2 microglial cells,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105546442&origin=inward
Size effects in two-dimensional layered materials modeled by couple stress elasticity,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105471213&origin=inward
A comparison of the efficacy of normal saline and Savlon solutions in periurethral cleaning to reduce catheter-associated bacteriuria: A randomized control trial,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105319123&origin=inward
Catalytic performance of Ni/CeO2 catalysts prepared from different routes for CO2 methanation,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105263137&origin=inward
Serum protein profiles and C-reactive protein in natural canine filariasis,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105247932&origin=inward
"Measurement of the Higgs boson production rate in association with top quarks in final states with electrons, muons, and hadronically decaying tau leptons at √s=13Te",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105163177&origin=inward
Evidence that Ultra-high-energy Gamma Rays Are a Universal Feature near Powerful Pulsars,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105061902&origin=inward
Post-ischemic treatment of recombinant human secretory leukocyte protease inhibitor (Rhslpi) reduced myocardial ischemia/reperfusion injury,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104975956&origin=inward
Collaboration Network of Thailand's Anti-Corruption Organizations,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104912021&origin=inward
Angular analysis of the decay B+ → K∗(892)+ μ + μ − in proton-proton collisions at √s = 8 TeV,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104793091&origin=inward
"Rheumatic manifestations of Chikungunya virus infection: Prevalence, patterns, and enthesitis",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104760538&origin=inward
Meibomian glands dropout in patients with inactive thyroid related orbitopathy,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104751185&origin=inward
Artocarpin targets focal adhesion kinase‐dependent epithelial to mesenchymal transition and suppresses migratory‐associated integrins in lung cancer cells,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104716689&origin=inward
Evaluation of surgical complications in a university hospital: A novel root cause analysis classification,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104668817&origin=inward
Executive summary thai pulmonary hypertension guidelines 2020,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104647984&origin=inward
Measurement of differential cross sections for Z bosons produced in association with charm jets in pp collisions at √s = 13 TeV,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104645963&origin=inward
Cardiac arrest and complications after spinal anesthesia: The perioperative and anesthetic adverse event in Thailand (PAAd Thai) incident report study,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104632366&origin=inward
Search for supersymmetry in final states with two oppositely charged same-flavor leptons and missing transverse momentum in proton-proton collisions at √s = 13 TeV,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104598616&origin=inward
"Erratum to: Search for dark matter produced in association with a leptonically decaying Z boson in proton–proton collisions at s = 13 Te (The European Physical Journal C, (2021), 81, 1, (13), 10.1140/epjc/s10052-020-08739-5)",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104596135&origin=inward
Comparing potential drug–drug interactions in companion animal medications using two electronic databases,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104582181&origin=inward
Wavefunctions in dS/CFT revisited: principal series and double-trace deformations,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104555253&origin=inward
"Presence and Transfer of Antimicrobial Resistance Determinants in Escherichia coli in Pigs, Pork, and Humans in Thailand and Lao PDR Border Provinces",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104496188&origin=inward
Aromatic profile variation of essential oil from dried makwhaen fruit and related species,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104476706&origin=inward
Clinical risk factors for preeclampsia in twin pregnancies,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104445577&origin=inward
Development and validation of HERWIG 7 tunes from CMS underlying-event measurements,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104366975&origin=inward
Human papillomavirus vaccination uptake in low-and middle-income countries: a meta-analysis,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104365762&origin=inward
Etanercept prevents TNF-α mediated mandibular bone loss in FcγRIIb-/- lupus model,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104244875&origin=inward
Benefits of sucrose octasulfate (TLC-NOSF) dressings in the treatment of chronic wounds: A systematic review,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104181575&origin=inward
Walking Initiated 20 Minutes before the Time of Individual Postprandial Glucose Peak Reduces the Glucose Response in Young Men with Overweight or Obesity: A Randomized Crossover Study,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104160471&origin=inward
Predicting AKI: Do we have the necessary tools?,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104047347&origin=inward
SleepPoseNet: Multi-View Learning for Sleep Postural Transition Recognition Using UWB,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104047148&origin=inward
"The effect of Moringa oleifera capsule in increasing breastmilk volume in early postpartum patients: A double-blind, randomized controlled trial",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103998669&origin=inward
China and Mekong regionalism: A reappraisal of the formation of Lancang-Mekong Cooperation,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103990516&origin=inward
"Editorial: Inclusion, equity, diversity and social justice in movement disorders research",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103934664&origin=inward
The effects of andrographolide on the enhancement of chondrogenesis and osteogenesis in human suprapatellar fat pad derived mesenchymal stem cells,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103919943&origin=inward
Feasibility and effectiveness studies with oral vaccination of free-roaming dogs against rabies in Thailand,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103919894&origin=inward
Ergonomic Recommendations in Ultrasound-Guided Botulinum Neurotoxin Chemodenervation for Spasticity: An International Expert Group Opinion,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103863148&origin=inward
Kaempferia parviflora rhizome extract inhibits glutamate-induced toxicity in ht-22 mouse hippocampal neuronal cells and extends longevity in caenorhabditis elegans,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103833729&origin=inward
Multi-data aspects of protein similarity with a learning technique to identify drug-disease associations,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103811954&origin=inward
Type 1 diabetes management and outcomes: A multicenter study in Thailand,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103805010&origin=inward
Seroprevalence of hospital staff in a province with zero COVID-19 cases,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103776818&origin=inward
A Highly Sensitive SPR Refractive Index Sensor Based on Microfluidic Channel Assisted with Graphene-Ag Composite Nanowire,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103757444&origin=inward
Client and provider preferences for HIV care: Implications for implementing differentiated service delivery in Thailand,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103743639&origin=inward
A STING antagonist modulating the interaction with STIM1 blocks ER-to-Golgi trafficking and inhibits lupus pathology,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103706447&origin=inward
Effects of Speed Bounding on Different Sloped Surface on Muscle Activation in Youth Male Sprinters,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103648979&origin=inward
"Plasma-assisted synthesis of multicomponent nanoparticles containing carbon, tungsten carbide and silver as multifunctional filler for polylactic acid composite films",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103635068&origin=inward
How Clean Are You Really? A Simulation Study of Droplet Splash Using an Acrylic Box During Cardiopulmonary Resuscitation,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103608944&origin=inward
Anticipation of Historical Exercise Patterns by a Novel Artificial Pancreas System Reduces Hypoglycemia during and after Moderate-Intensity Physical Activity in People with Type 1 Diabetes,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103535376&origin=inward
Metagenomics of Antimicrobial and Heavy Metal Resistance in the Cecal Microbiome of Fattening Pigs Raised without Antibiotics,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103512795&origin=inward
Herbal Medicines for Allergic Rhinitis: a Systematic Review and Meta-analysis,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103415354&origin=inward
Synthesis and characterization of fe0.8 mn0.2 fe2 o4 ferrite nanoparticle with high saturation magnetization via the surfactant assisted co-precipitation,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103329732&origin=inward
Theory of Mind (ToM) Development in Thai Deaf Children,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103306730&origin=inward
Gender differences in reasons for using electronic cigarettes and product characteristics: Findings from the 2018 ITC Four Country Smoking and Vaping Survey,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103306546&origin=inward
New normal role in PM2.5 reduction in Bangkok,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103303047&origin=inward
Laser engraved microapillary pump paper-based microfluidic device for colorimetric and electrochemical detection of salivary thiocyanate,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103248676&origin=inward
Minimal detection of cerebrospinal fluid escape after initiation of antiretroviral therapy in acute HIV-1 infection,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103227507&origin=inward
The Change in Body Positioning to Improve Safety in Performing Ultrasound-Guided Supraclavicular Brachial Plexus Nerve Block,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103227181&origin=inward
Significant increases in the dielectric properties of Zn2+-modified porous clay and bacterial cellulose composite sheets,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103211042&origin=inward
Optical properties of lattice-matched GaAsPBi multiple quantum wells grown on GaAs (001),https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103170251&origin=inward
Targeting akt/mtor and bcl‐2 for autophagic and apoptosis cell death in lung cancer: Novel activity of a polyphenol compound,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103155784&origin=inward
Response to letter to the editor regarding: “Atrial fibrillation prevalence and risk profile from novel community-based screening in Thailand: A prospective multi-centre study”,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102993037&origin=inward
Drug-drug interaction between itraconazole capsule and efavirenz in adults with HIV for talaromycosis treatment,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102963820&origin=inward
Clinical association of CXCR4 in primary tumor of papillary thyroid cancer and response to iodine-131 treatment,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102910851&origin=inward
Biomarkers in Acute Kidney Injury,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102822394&origin=inward
"Multimodality treatment in immunocompromised patients with severe COVID-19: the role of IL-6 inhibitor, intravenous immunoglobulin, and haemoperfusion",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102793406&origin=inward
"The Psychosocial Assessment of Transplant Candidates: Internal Consistency, Interrater Reliability, and Content Validity of the Thai Version of the Stanford Integrated Psychosocial Assessment for Transplantation (SIPAT–Thai Version)",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102755115&origin=inward
